target,behavior,result,errors,warnings
arduino_uno_pio_fastled_msgeq7,wipe,warn,,Estimated RAM 2560 bytes > limit 2048 bytes. Reduce LEDs/layers or choose a higher-RAM target.
esp32_neopixelbus_msgeq7,*,ERR,"Failed to load target pack: Target pack 'esp32_hub75_matrix_noneaudio' is missing required keys in target.json: ['emitter_module', 'id']",
esp32_fastled_msgeq7,asteroids_game,ok,,
esp32_fastled_msgeq7,asteroids_lite,preview-only,Not yet classified for export,
esp32_fastled_msgeq7,audio_meter,ok,,
esp32_fastled_msgeq7,audio_routed_zones,ok,,
esp32_fastled_msgeq7,audio_zone_eq,ok,,
esp32_fastled_msgeq7,aurora,ok,,
esp32_fastled_msgeq7,beat_strobe,ok,,
esp32_fastled_msgeq7,blocks_ball_game_ino,ok,,
esp32_fastled_msgeq7,bouncer,preview-only,Not yet classified for export,
esp32_fastled_msgeq7,bpm,ok,,
esp32_fastled_msgeq7,bpm_pulse_train,ok,,
esp32_fastled_msgeq7,breakout_game,ok,,
esp32_fastled_msgeq7,breakout_lite,preview-only,Not yet classified for export,
esp32_fastled_msgeq7,call_response,ok,,
esp32_fastled_msgeq7,chase,ok,,
esp32_fastled_msgeq7,color_wipe,ok,,
esp32_fastled_msgeq7,comet_storm,ok,,
esp32_fastled_msgeq7,confetti,ok,,
esp32_fastled_msgeq7,crystal_shards,ok,,
esp32_fastled_msgeq7,cylon,ok,,
esp32_fastled_msgeq7,demo_asteroids,ok,,
esp32_fastled_msgeq7,demo_breakout,ok,,
esp32_fastled_msgeq7,dna_helix,ok,,
esp32_fastled_msgeq7,electric_web,ok,,
esp32_fastled_msgeq7,explosion,ok,,
esp32_fastled_msgeq7,fade,ok,,
esp32_fastled_msgeq7,fire,ok,,
esp32_fastled_msgeq7,fireworks,ok,,
esp32_fastled_msgeq7,force_particles,ok,,
esp32_fastled_msgeq7,fractal_flame,ok,,
esp32_fastled_msgeq7,frequency_particles_14,ok,,
esp32_fastled_msgeq7,game_of_life,ok,,
esp32_fastled_msgeq7,glitch_datamosh,ok,,
esp32_fastled_msgeq7,gradient,ok,,
esp32_fastled_msgeq7,gravity_blobs,ok,,
esp32_fastled_msgeq7,hyperspace,ok,,
esp32_fastled_msgeq7,impact_ripples,ok,,
esp32_fastled_msgeq7,juggle,ok,,
esp32_fastled_msgeq7,kaleidoscope,ok,,
esp32_fastled_msgeq7,kick_burst,ok,,
esp32_fastled_msgeq7,lightning,ok,,
esp32_fastled_msgeq7,liquid_metal,ok,,
esp32_fastled_msgeq7,meteor,ok,,
esp32_fastled_msgeq7,msgeq7_reactive_ino,ok,,
esp32_fastled_msgeq7,msgeq7_visualizer_575,ok,,
esp32_fastled_msgeq7,neon_city,ok,,
esp32_fastled_msgeq7,noise,ok,,
esp32_fastled_msgeq7,plasma_lattice,ok,,
esp32_fastled_msgeq7,portal,ok,,
esp32_fastled_msgeq7,pulse,ok,,
esp32_fastled_msgeq7,purpose_autoplay,ok,,
esp32_fastled_msgeq7,purpose_bar,ok,,
esp32_fastled_msgeq7,purpose_meter,ok,,
esp32_fastled_msgeq7,rainbow,ok,,
esp32_fastled_msgeq7,rainbow_wipe,ok,,
esp32_fastled_msgeq7,reaction_diffusion,ok,,
esp32_fastled_msgeq7,ripple,ok,,
esp32_fastled_msgeq7,scanner,ok,,
esp32_fastled_msgeq7,section_morph_palette,ok,,
esp32_fastled_msgeq7,shock_chain,ok,,
esp32_fastled_msgeq7,shooter_game_ino,ok,,
esp32_fastled_msgeq7,sinelon,ok,,
esp32_fastled_msgeq7,snake_game,ok,,
esp32_fastled_msgeq7,snake_game_ino,ok,,
esp32_fastled_msgeq7,snare_spark,ok,,
esp32_fastled_msgeq7,solid,ok,,
esp32_fastled_msgeq7,sparkle,ok,,
esp32_fastled_msgeq7,spectral_dna_helix_14,ok,,
esp32_fastled_msgeq7,spectral_kaleidoscope_audio,ok,,
esp32_fastled_msgeq7,spectral_ripples_14,ok,,
esp32_fastled_msgeq7,spectral_wave,ok,,
esp32_fastled_msgeq7,spectrum_bars_stereo,ok,,
esp32_fastled_msgeq7,starfield,ok,,
esp32_fastled_msgeq7,stereo_call_response,ok,,
esp32_fastled_msgeq7,stereo_dual_vortex,ok,,
esp32_fastled_msgeq7,stereo_energy_field,ok,,
esp32_fastled_msgeq7,strobe,ok,,
esp32_fastled_msgeq7,sweep,ok,,
esp32_fastled_msgeq7,theater_chase,ok,,
esp32_fastled_msgeq7,tunnel,ok,,
esp32_fastled_msgeq7,twinkle,ok,,
esp32_fastled_msgeq7,volumetric_fog,ok,,
esp32_fastled_msgeq7,vortex_particles,ok,,
esp32_fastled_msgeq7,wave,ok,,
esp32_fastled_msgeq7,wipe,ok,,
esp32_hub75_i2sdma_msgeq7,asteroids_game,ok,,
esp32_hub75_i2sdma_msgeq7,asteroids_lite,preview-only,Not yet classified for export,
esp32_hub75_i2sdma_msgeq7,audio_meter,ok,,
esp32_hub75_i2sdma_msgeq7,audio_routed_zones,ok,,
esp32_hub75_i2sdma_msgeq7,audio_zone_eq,ok,,
esp32_hub75_i2sdma_msgeq7,aurora,ok,,
esp32_hub75_i2sdma_msgeq7,beat_strobe,ok,,
esp32_hub75_i2sdma_msgeq7,blocks_ball_game_ino,ok,,
esp32_hub75_i2sdma_msgeq7,bouncer,preview-only,Not yet classified for export,
esp32_hub75_i2sdma_msgeq7,bpm,ok,,
esp32_hub75_i2sdma_msgeq7,bpm_pulse_train,ok,,
esp32_hub75_i2sdma_msgeq7,breakout_game,ok,,
esp32_hub75_i2sdma_msgeq7,breakout_lite,preview-only,Not yet classified for export,
esp32_hub75_i2sdma_msgeq7,call_response,ok,,
esp32_hub75_i2sdma_msgeq7,chase,ok,,
esp32_hub75_i2sdma_msgeq7,color_wipe,ok,,
esp32_hub75_i2sdma_msgeq7,comet_storm,ok,,
esp32_hub75_i2sdma_msgeq7,confetti,ok,,
esp32_hub75_i2sdma_msgeq7,crystal_shards,ok,,
esp32_hub75_i2sdma_msgeq7,cylon,ok,,
esp32_hub75_i2sdma_msgeq7,demo_asteroids,ok,,
esp32_hub75_i2sdma_msgeq7,demo_breakout,ok,,
esp32_hub75_i2sdma_msgeq7,dna_helix,ok,,
esp32_hub75_i2sdma_msgeq7,electric_web,ok,,
esp32_hub75_i2sdma_msgeq7,explosion,ok,,
esp32_hub75_i2sdma_msgeq7,fade,ok,,
esp32_hub75_i2sdma_msgeq7,fire,ok,,
esp32_hub75_i2sdma_msgeq7,fireworks,ok,,
esp32_hub75_i2sdma_msgeq7,force_particles,ok,,
esp32_hub75_i2sdma_msgeq7,fractal_flame,ok,,
esp32_hub75_i2sdma_msgeq7,frequency_particles_14,ok,,
esp32_hub75_i2sdma_msgeq7,game_of_life,ok,,
esp32_hub75_i2sdma_msgeq7,glitch_datamosh,ok,,
esp32_hub75_i2sdma_msgeq7,gradient,ok,,
esp32_hub75_i2sdma_msgeq7,gravity_blobs,ok,,
esp32_hub75_i2sdma_msgeq7,hyperspace,ok,,
esp32_hub75_i2sdma_msgeq7,impact_ripples,ok,,
esp32_hub75_i2sdma_msgeq7,juggle,ok,,
esp32_hub75_i2sdma_msgeq7,kaleidoscope,ok,,
esp32_hub75_i2sdma_msgeq7,kick_burst,ok,,
esp32_hub75_i2sdma_msgeq7,lightning,ok,,
esp32_hub75_i2sdma_msgeq7,liquid_metal,ok,,
esp32_hub75_i2sdma_msgeq7,meteor,ok,,
esp32_hub75_i2sdma_msgeq7,msgeq7_reactive_ino,ok,,
esp32_hub75_i2sdma_msgeq7,msgeq7_visualizer_575,ok,,
esp32_hub75_i2sdma_msgeq7,neon_city,ok,,
esp32_hub75_i2sdma_msgeq7,noise,ok,,
esp32_hub75_i2sdma_msgeq7,plasma_lattice,ok,,
esp32_hub75_i2sdma_msgeq7,portal,ok,,
esp32_hub75_i2sdma_msgeq7,pulse,ok,,
esp32_hub75_i2sdma_msgeq7,purpose_autoplay,ok,,
esp32_hub75_i2sdma_msgeq7,purpose_bar,ok,,
esp32_hub75_i2sdma_msgeq7,purpose_meter,ok,,
esp32_hub75_i2sdma_msgeq7,rainbow,ok,,
esp32_hub75_i2sdma_msgeq7,rainbow_wipe,ok,,
esp32_hub75_i2sdma_msgeq7,reaction_diffusion,ok,,
esp32_hub75_i2sdma_msgeq7,ripple,ok,,
esp32_hub75_i2sdma_msgeq7,scanner,ok,,
esp32_hub75_i2sdma_msgeq7,section_morph_palette,ok,,
esp32_hub75_i2sdma_msgeq7,shock_chain,ok,,
esp32_hub75_i2sdma_msgeq7,shooter_game_ino,ok,,
esp32_hub75_i2sdma_msgeq7,sinelon,ok,,
esp32_hub75_i2sdma_msgeq7,snake_game,ok,,
esp32_hub75_i2sdma_msgeq7,snake_game_ino,ok,,
esp32_hub75_i2sdma_msgeq7,snare_spark,ok,,
esp32_hub75_i2sdma_msgeq7,solid,ok,,
esp32_hub75_i2sdma_msgeq7,sparkle,ok,,
esp32_hub75_i2sdma_msgeq7,spectral_dna_helix_14,ok,,
esp32_hub75_i2sdma_msgeq7,spectral_kaleidoscope_audio,ok,,
esp32_hub75_i2sdma_msgeq7,spectral_ripples_14,ok,,
esp32_hub75_i2sdma_msgeq7,spectral_wave,ok,,
esp32_hub75_i2sdma_msgeq7,spectrum_bars_stereo,ok,,
esp32_hub75_i2sdma_msgeq7,starfield,ok,,
esp32_hub75_i2sdma_msgeq7,stereo_call_response,ok,,
esp32_hub75_i2sdma_msgeq7,stereo_dual_vortex,ok,,
esp32_hub75_i2sdma_msgeq7,stereo_energy_field,ok,,
esp32_hub75_i2sdma_msgeq7,strobe,ok,,
esp32_hub75_i2sdma_msgeq7,sweep,ok,,
esp32_hub75_i2sdma_msgeq7,theater_chase,ok,,
esp32_hub75_i2sdma_msgeq7,tunnel,ok,,
esp32_hub75_i2sdma_msgeq7,twinkle,ok,,
esp32_hub75_i2sdma_msgeq7,volumetric_fog,ok,,
esp32_hub75_i2sdma_msgeq7,vortex_particles,ok,,
esp32_hub75_i2sdma_msgeq7,wave,ok,,
esp32_hub75_i2sdma_msgeq7,wipe,ok,,
esp32_hub75_i2sdma_noneaudio,asteroids_game,ok,,
esp32_hub75_i2sdma_noneaudio,asteroids_lite,preview-only,Not yet classified for export,
esp32_hub75_i2sdma_noneaudio,audio_meter,ok,,
esp32_hub75_i2sdma_noneaudio,audio_routed_zones,ok,,
esp32_hub75_i2sdma_noneaudio,audio_zone_eq,ok,,
esp32_hub75_i2sdma_noneaudio,aurora,ok,,
esp32_hub75_i2sdma_noneaudio,beat_strobe,ok,,
esp32_hub75_i2sdma_noneaudio,blocks_ball_game_ino,ok,,
esp32_hub75_i2sdma_noneaudio,bouncer,preview-only,Not yet classified for export,
esp32_hub75_i2sdma_noneaudio,bpm,ok,,
esp32_hub75_i2sdma_noneaudio,bpm_pulse_train,ok,,
esp32_hub75_i2sdma_noneaudio,breakout_game,ok,,
esp32_hub75_i2sdma_noneaudio,breakout_lite,preview-only,Not yet classified for export,
esp32_hub75_i2sdma_noneaudio,call_response,ok,,
esp32_hub75_i2sdma_noneaudio,chase,ok,,
esp32_hub75_i2sdma_noneaudio,color_wipe,ok,,
esp32_hub75_i2sdma_noneaudio,comet_storm,ok,,
esp32_hub75_i2sdma_noneaudio,confetti,ok,,
esp32_hub75_i2sdma_noneaudio,crystal_shards,ok,,
esp32_hub75_i2sdma_noneaudio,cylon,ok,,
esp32_hub75_i2sdma_noneaudio,demo_asteroids,ok,,
esp32_hub75_i2sdma_noneaudio,demo_breakout,ok,,
esp32_hub75_i2sdma_noneaudio,dna_helix,ok,,
esp32_hub75_i2sdma_noneaudio,electric_web,ok,,
esp32_hub75_i2sdma_noneaudio,explosion,ok,,
esp32_hub75_i2sdma_noneaudio,fade,ok,,
esp32_hub75_i2sdma_noneaudio,fire,ok,,
esp32_hub75_i2sdma_noneaudio,fireworks,ok,,
esp32_hub75_i2sdma_noneaudio,force_particles,ok,,
esp32_hub75_i2sdma_noneaudio,fractal_flame,ok,,
esp32_hub75_i2sdma_noneaudio,frequency_particles_14,ok,,
esp32_hub75_i2sdma_noneaudio,game_of_life,ok,,
esp32_hub75_i2sdma_noneaudio,glitch_datamosh,ok,,
esp32_hub75_i2sdma_noneaudio,gradient,ok,,
esp32_hub75_i2sdma_noneaudio,gravity_blobs,ok,,
esp32_hub75_i2sdma_noneaudio,hyperspace,ok,,
esp32_hub75_i2sdma_noneaudio,impact_ripples,ok,,
esp32_hub75_i2sdma_noneaudio,juggle,ok,,
esp32_hub75_i2sdma_noneaudio,kaleidoscope,ok,,
esp32_hub75_i2sdma_noneaudio,kick_burst,ok,,
esp32_hub75_i2sdma_noneaudio,lightning,ok,,
esp32_hub75_i2sdma_noneaudio,liquid_metal,ok,,
esp32_hub75_i2sdma_noneaudio,meteor,ok,,
esp32_hub75_i2sdma_noneaudio,msgeq7_reactive_ino,ok,,
esp32_hub75_i2sdma_noneaudio,msgeq7_visualizer_575,ok,,
esp32_hub75_i2sdma_noneaudio,neon_city,ok,,
esp32_hub75_i2sdma_noneaudio,noise,ok,,
esp32_hub75_i2sdma_noneaudio,plasma_lattice,ok,,
esp32_hub75_i2sdma_noneaudio,portal,ok,,
esp32_hub75_i2sdma_noneaudio,pulse,ok,,
esp32_hub75_i2sdma_noneaudio,purpose_autoplay,ok,,
esp32_hub75_i2sdma_noneaudio,purpose_bar,ok,,
esp32_hub75_i2sdma_noneaudio,purpose_meter,ok,,
esp32_hub75_i2sdma_noneaudio,rainbow,ok,,
esp32_hub75_i2sdma_noneaudio,rainbow_wipe,ok,,
esp32_hub75_i2sdma_noneaudio,reaction_diffusion,ok,,
esp32_hub75_i2sdma_noneaudio,ripple,ok,,
esp32_hub75_i2sdma_noneaudio,scanner,ok,,
esp32_hub75_i2sdma_noneaudio,section_morph_palette,ok,,
esp32_hub75_i2sdma_noneaudio,shock_chain,ok,,
esp32_hub75_i2sdma_noneaudio,shooter_game_ino,ok,,
esp32_hub75_i2sdma_noneaudio,sinelon,ok,,
esp32_hub75_i2sdma_noneaudio,snake_game,ok,,
esp32_hub75_i2sdma_noneaudio,snake_game_ino,ok,,
esp32_hub75_i2sdma_noneaudio,snare_spark,ok,,
esp32_hub75_i2sdma_noneaudio,solid,ok,,
esp32_hub75_i2sdma_noneaudio,sparkle,ok,,
esp32_hub75_i2sdma_noneaudio,spectral_dna_helix_14,ok,,
esp32_hub75_i2sdma_noneaudio,spectral_kaleidoscope_audio,ok,,
esp32_hub75_i2sdma_noneaudio,spectral_ripples_14,ok,,
esp32_hub75_i2sdma_noneaudio,spectral_wave,ok,,
esp32_hub75_i2sdma_noneaudio,spectrum_bars_stereo,ok,,
esp32_hub75_i2sdma_noneaudio,starfield,ok,,
esp32_hub75_i2sdma_noneaudio,stereo_call_response,ok,,
esp32_hub75_i2sdma_noneaudio,stereo_dual_vortex,ok,,
esp32_hub75_i2sdma_noneaudio,stereo_energy_field,ok,,
esp32_hub75_i2sdma_noneaudio,strobe,ok,,
esp32_hub75_i2sdma_noneaudio,sweep,ok,,
esp32_hub75_i2sdma_noneaudio,theater_chase,ok,,
esp32_hub75_i2sdma_noneaudio,tunnel,ok,,
esp32_hub75_i2sdma_noneaudio,twinkle,ok,,
esp32_hub75_i2sdma_noneaudio,volumetric_fog,ok,,
esp32_hub75_i2sdma_noneaudio,vortex_particles,ok,,
esp32_hub75_i2sdma_noneaudio,wave,ok,,
esp32_hub75_i2sdma_noneaudio,wipe,ok,,
esp32_hub75_i2sdma_grid_noneaudio,asteroids_game,ok,,
esp32_hub75_i2sdma_grid_noneaudio,asteroids_lite,preview-only,Not yet classified for export,
esp32_hub75_i2sdma_grid_noneaudio,audio_meter,ok,,
esp32_hub75_i2sdma_grid_noneaudio,audio_routed_zones,ok,,
esp32_hub75_i2sdma_grid_noneaudio,audio_zone_eq,ok,,
esp32_hub75_i2sdma_grid_noneaudio,aurora,ok,,
esp32_hub75_i2sdma_grid_noneaudio,beat_strobe,ok,,
esp32_hub75_i2sdma_grid_noneaudio,blocks_ball_game_ino,ok,,
esp32_hub75_i2sdma_grid_noneaudio,bouncer,preview-only,Not yet classified for export,
esp32_hub75_i2sdma_grid_noneaudio,bpm,ok,,
esp32_hub75_i2sdma_grid_noneaudio,bpm_pulse_train,ok,,
esp32_hub75_i2sdma_grid_noneaudio,breakout_game,ok,,
esp32_hub75_i2sdma_grid_noneaudio,breakout_lite,preview-only,Not yet classified for export,
esp32_hub75_i2sdma_grid_noneaudio,call_response,ok,,
esp32_hub75_i2sdma_grid_noneaudio,chase,ok,,
esp32_hub75_i2sdma_grid_noneaudio,color_wipe,ok,,
esp32_hub75_i2sdma_grid_noneaudio,comet_storm,ok,,
esp32_hub75_i2sdma_grid_noneaudio,confetti,ok,,
esp32_hub75_i2sdma_grid_noneaudio,crystal_shards,ok,,
esp32_hub75_i2sdma_grid_noneaudio,cylon,ok,,
esp32_hub75_i2sdma_grid_noneaudio,demo_asteroids,ok,,
esp32_hub75_i2sdma_grid_noneaudio,demo_breakout,ok,,
esp32_hub75_i2sdma_grid_noneaudio,dna_helix,ok,,
esp32_hub75_i2sdma_grid_noneaudio,electric_web,ok,,
esp32_hub75_i2sdma_grid_noneaudio,explosion,ok,,
esp32_hub75_i2sdma_grid_noneaudio,fade,ok,,
esp32_hub75_i2sdma_grid_noneaudio,fire,ok,,
esp32_hub75_i2sdma_grid_noneaudio,fireworks,ok,,
esp32_hub75_i2sdma_grid_noneaudio,force_particles,ok,,
esp32_hub75_i2sdma_grid_noneaudio,fractal_flame,ok,,
esp32_hub75_i2sdma_grid_noneaudio,frequency_particles_14,ok,,
esp32_hub75_i2sdma_grid_noneaudio,game_of_life,ok,,
esp32_hub75_i2sdma_grid_noneaudio,glitch_datamosh,ok,,
esp32_hub75_i2sdma_grid_noneaudio,gradient,ok,,
esp32_hub75_i2sdma_grid_noneaudio,gravity_blobs,ok,,
esp32_hub75_i2sdma_grid_noneaudio,hyperspace,ok,,
esp32_hub75_i2sdma_grid_noneaudio,impact_ripples,ok,,
esp32_hub75_i2sdma_grid_noneaudio,juggle,ok,,
esp32_hub75_i2sdma_grid_noneaudio,kaleidoscope,ok,,
esp32_hub75_i2sdma_grid_noneaudio,kick_burst,ok,,
esp32_hub75_i2sdma_grid_noneaudio,lightning,ok,,
esp32_hub75_i2sdma_grid_noneaudio,liquid_metal,ok,,
esp32_hub75_i2sdma_grid_noneaudio,meteor,ok,,
esp32_hub75_i2sdma_grid_noneaudio,msgeq7_reactive_ino,ok,,
esp32_hub75_i2sdma_grid_noneaudio,msgeq7_visualizer_575,ok,,
esp32_hub75_i2sdma_grid_noneaudio,neon_city,ok,,
esp32_hub75_i2sdma_grid_noneaudio,noise,ok,,
esp32_hub75_i2sdma_grid_noneaudio,plasma_lattice,ok,,
esp32_hub75_i2sdma_grid_noneaudio,portal,ok,,
esp32_hub75_i2sdma_grid_noneaudio,pulse,ok,,
esp32_hub75_i2sdma_grid_noneaudio,purpose_autoplay,ok,,
esp32_hub75_i2sdma_grid_noneaudio,purpose_bar,ok,,
esp32_hub75_i2sdma_grid_noneaudio,purpose_meter,ok,,
esp32_hub75_i2sdma_grid_noneaudio,rainbow,ok,,
esp32_hub75_i2sdma_grid_noneaudio,rainbow_wipe,ok,,
esp32_hub75_i2sdma_grid_noneaudio,reaction_diffusion,ok,,
esp32_hub75_i2sdma_grid_noneaudio,ripple,ok,,
esp32_hub75_i2sdma_grid_noneaudio,scanner,ok,,
esp32_hub75_i2sdma_grid_noneaudio,section_morph_palette,ok,,
esp32_hub75_i2sdma_grid_noneaudio,shock_chain,ok,,
esp32_hub75_i2sdma_grid_noneaudio,shooter_game_ino,ok,,
esp32_hub75_i2sdma_grid_noneaudio,sinelon,ok,,
esp32_hub75_i2sdma_grid_noneaudio,snake_game,ok,,
esp32_hub75_i2sdma_grid_noneaudio,snake_game_ino,ok,,
esp32_hub75_i2sdma_grid_noneaudio,snare_spark,ok,,
esp32_hub75_i2sdma_grid_noneaudio,solid,ok,,
esp32_hub75_i2sdma_grid_noneaudio,sparkle,ok,,
esp32_hub75_i2sdma_grid_noneaudio,spectral_dna_helix_14,ok,,
esp32_hub75_i2sdma_grid_noneaudio,spectral_kaleidoscope_audio,ok,,
esp32_hub75_i2sdma_grid_noneaudio,spectral_ripples_14,ok,,
esp32_hub75_i2sdma_grid_noneaudio,spectral_wave,ok,,
esp32_hub75_i2sdma_grid_noneaudio,spectrum_bars_stereo,ok,,
esp32_hub75_i2sdma_grid_noneaudio,starfield,ok,,
esp32_hub75_i2sdma_grid_noneaudio,stereo_call_response,ok,,
esp32_hub75_i2sdma_grid_noneaudio,stereo_dual_vortex,ok,,
esp32_hub75_i2sdma_grid_noneaudio,stereo_energy_field,ok,,
esp32_hub75_i2sdma_grid_noneaudio,strobe,ok,,
esp32_hub75_i2sdma_grid_noneaudio,sweep,ok,,
esp32_hub75_i2sdma_grid_noneaudio,theater_chase,ok,,
esp32_hub75_i2sdma_grid_noneaudio,tunnel,ok,,
esp32_hub75_i2sdma_grid_noneaudio,twinkle,ok,,
esp32_hub75_i2sdma_grid_noneaudio,volumetric_fog,ok,,
esp32_hub75_i2sdma_grid_noneaudio,vortex_particles,ok,,
esp32_hub75_i2sdma_grid_noneaudio,wave,ok,,
esp32_hub75_i2sdma_grid_noneaudio,wipe,ok,,
esp8266_fastled_noneaudio,*,ERR,"Failed to load target pack: Target pack 'esp32_hub75_matrix_noneaudio' is missing required keys in target.json: ['emitter_module', 'id']",
rp2040_fastled_noneaudio,*,ERR,"Failed to load target pack: Target pack 'esp32_hub75_matrix_noneaudio' is missing required keys in target.json: ['emitter_module', 'id']",
rp2040_pico_fastled_msgeq7,*,ERR,"Failed to load target pack: Target pack 'esp32_hub75_matrix_noneaudio' is missing required keys in target.json: ['emitter_module', 'id']",
stm32_fastled_noneaudio,*,ERR,"Failed to load target pack: Target pack 'esp32_hub75_matrix_noneaudio' is missing required keys in target.json: ['emitter_module', 'id']",
teensy40_fastled_msgeq7,*,ERR,"Failed to load target pack: Target pack 'esp32_hub75_matrix_noneaudio' is missing required keys in target.json: ['emitter_module', 'id']",
teensy41_fastled,*,ERR,"Failed to load target pack: Target pack 'esp32_hub75_matrix_noneaudio' is missing required keys in target.json: ['emitter_module', 'id']",
teensy41_fastled_noneaudio,*,ERR,"Failed to load target pack: Target pack 'esp32_hub75_matrix_noneaudio' is missing required keys in target.json: ['emitter_module', 'id']",
